(-2,167; 0; -1,33)
(-2,167; 0,0001000166; -1,33)
(-2,155355; 0,0001000166; -1,31374)
(-2,143628; 9,989738E-05; -1,297539)
(-2,131819; 0,0001000166; -1,281397)
(-2,119933; 9,989738E-05; -1,265313)
(-2,107969; 0,0001000166; -1,249285)
(-2,095932; 9,989738E-05; -1,233313)
(-2,083822; 0,0001000166; -1,217396)
(-2,071643; 9,989738E-05; -1,201532)
(-2,059395; 0,0001000166; -1,185721)
(-2,047081; 9,989738E-05; -1,169962)
(-2,034702; 0,0001000166; -1,154253)
(-2,022261; 9,989738E-05; -1,138593)
(-2,009759; 0,0001000166; -1,122983)
(-1,997198; 9,989738E-05; -1,107419)
(-1,984579; 0,0001000166; -1,091903)
(-1,971904; 9,989738E-05; -1,076432)
(-1,959175; 0,0001000166; -1,061006)
(-1,946392; 9,989738E-05; -1,045624)
(-1,933559; 0,0001000166; -1,030284)
(-1,920675; 9,989738E-05; -1,014987)
(-1,907742; 0,0001000166; -0,9997308)
(-1,894763; 9,989738E-05; -0,9845148)
(-1,881737; 0,0001000166; -0,9693383)
(-1,868666; 9,989738E-05; -0,9542003)
(-1,855552; 0,0001000166; -0,9391)
(-1,842396; 9,989738E-05; -0,9240365)
(-1,829198; 0,0001000166; -0,9090091)
(-1,81596; 9,989738E-05; -0,894017)
(-1,802684; 0,0001000166; -0,8790593)
(-1,789369; 9,989738E-05; -0,8641354)
(-1,776018; 0,0001000166; -0,8492444)
(-1,762631; 9,989738E-05; -0,8343856)
(-1,749209; 0,0001000166; -0,8195582)
(-1,735753; 9,989738E-05; -0,8047616)
(-1,722264; 0,0001000166; -0,789995)
(-1,708743; 9,989738E-05; -0,7752578)
(-1,695191; 0,0001000166; -0,7605492)
(-1,681609; 9,989738E-05; -0,7458687)
(-1,667997; 0,0001000166; -0,7312154)
(-1,654356; 9,989738E-05; -0,7165889)
(-1,640688; 0,0001000166; -0,7019884)
(-1,626992; 9,989738E-05; -0,6874134)
(-1,61327; 0,0001000166; -0,6728632)
(-1,599523; 9,989738E-05; -0,6583373)
(-1,58575; 0,0001000166; -0,6438351)
(-1,571953; 9,989738E-05; -0,6293559)
(-1,558133; 0,0001000166; -0,6148993)
(-1,544289; 9,989738E-05; -0,6004647)
(-1,530423; 0,0001000166; -0,5860516)
(-1,516536; 9,989738E-05; -0,5716593)
(-1,502579; 0,0001000166; -0,5573346)
(-1,488554; 9,989738E-05; -0,5430762)
(-1,474463; 0,0001000166; -0,5288829)
(-1,460308; 9,989738E-05; -0,5147536)
(-1,44609; 0,0001000166; -0,5006872)
(-1,431812; 9,989738E-05; -0,4866827)
(-1,417474; 0,0001000166; -0,4727388)
(-1,403079; 9,989738E-05; -0,4588546)
(-1,388627; 0,0001000166; -0,445029)
(-1,374121; 9,989738E-05; -0,4312608)
(-1,359561; 0,0001000166; -0,4175491)
(-1,344949; 9,989738E-05; -0,4038928)
(-1,330287; 0,0001000166; -0,3902909)
