(0; 0; 0)
(0; 0; 0)
(0; 0; 0)
(-0,006290504; 0,0001000166; 0,007773645)
(-0,01258012; 0,0001000166; 0,015548)
(-0,01886886; 0,0001000166; 0,02332308)
(-0,02515752; 9,989738E-05; 0,03109821)
(-0,03144612; 0,0001000166; 0,0388734)
(-0,03773466; 0,0001000166; 0,04664864)
(-0,04402315; 9,989738E-05; 0,05442391)
(-0,0503116; 0,0001000166; 0,06219922)
(-0,05660003; 0,0001000166; 0,06997454)
(-0,06288844; 9,989738E-05; 0,07774988)
(-0,06917684; 0,0001000166; 0,08552522)
(-0,07546524; 0,0001000166; 0,09330057)
(-0,08175365; 9,989738E-05; 0,1010759)
(-0,08804208; 0,0001000166; 0,1088512)
(-0,09433053; 0,0001000166; 0,1166265)
(-0,100619; 9,989738E-05; 0,1244018)
(-0,1069075; 0,0001000166; 0,1321771)
(-0,1131961; 0,0001000166; 0,1399523)
(-0,1194847; 9,989738E-05; 0,1477275)
(-0,1257734; 0,0001000166; 0,1555026)
(-0,1320622; 0,0001000166; 0,1632776)
(-0,138351; 9,989738E-05; 0,1710526)
(-0,14464; 0,0001000166; 0,1788275)
(-0,150929; 0,0001000166; 0,1866024)
(-0,1572181; 9,989738E-05; 0,1943771)
(-0,1635074; 0,0001000166; 0,2021517)
(-0,1697968; 0,0001000166; 0,2099263)
(-0,1760863; 9,989738E-05; 0,2177007)
(-0,182376; 0,0001000166; 0,225475)
(-0,1886659; 0,0001000166; 0,2332492)
(-0,1949559; 9,989738E-05; 0,2410233)
(-0,201246; 0,0001000166; 0,2487972)
(-0,2075364; 0,0001000166; 0,2565709)
(-0,2138269; 9,989738E-05; 0,2643446)
(-0,2201176; 0,0001000166; 0,272118)
(-0,2264086; 0,0001000166; 0,2798913)
(-0,2326997; 9,989738E-05; 0,2876644)
(-0,2389911; 0,0001000166; 0,2954374)
(-0,2452827; 0,0001000166; 0,3032101)
(-0,2515746; 9,989738E-05; 0,3109826)
(-0,2578667; 0,0001000166; 0,318755)
(-0,2641591; 0,0001000166; 0,3265271)
(-0,2704517; 9,989738E-05; 0,334299)
(-0,2767447; 0,0001000166; 0,3420707)
