(0; 0; 0; 1; 0; 0; 0)
(1,597569; 0,9929322; 1,809215; 0,5190454; 0,03971524; 0,8454607; -0,1192096)
(1,596978; 0,9950001; 1,804834; 0,5156421; 0,03821467; 0,8469656; -0,1237021)
(1,596978; 0,9950001; 1,804834; 0,5156421; 0,03821467; 0,8469656; -0,1237021)
(1,596688; 0,9954314; 1,803739; 0,515279; 0,03731194; 0,8474664; -0,1220497)
(1,596688; 0,9954314; 1,803739; 0,515279; 0,03731194; 0,8474664; -0,1220497)
(1,595207; 0,9976181; 1,798519; 0,5140423; 0,03572906; 0,8484033; -0,121226)
(1,594514; 0,9983132; 1,795981; 0,5131026; 0,03656429; 0,849107; -0,1200256)
(1,594514; 0,9983132; 1,795981; 0,5131026; 0,03656429; 0,849107; -0,1200256)
(1,594548; 0,9981813; 1,796132; 0,5141053; 0,0373135; 0,8482428; -0,1216044)
(1,594548; 0,9981813; 1,796132; 0,5141053; 0,0373135; 0,8482428; -0,1216044)
(1,594085; 0,9984202; 1,795128; 0,5152527; 0,03748733; 0,8473095; -0,1231913)
(1,592666; 0,9995996; 1,791915; 0,5169908; 0,0363075; 0,846811; -0,119639)
(1,592666; 0,9995996; 1,791915; 0,5169908; 0,0363075; 0,846811; -0,119639)
(1,592558; 0,9997852; 1,791818; 0,516565; 0,03627254; 0,8471789; -0,1188821)
(1,592558; 0,9997852; 1,791818; 0,516565; 0,03627254; 0,8471789; -0,1188821)
(1,592032; 1,00023; 1,790269; 0,5167714; 0,03788946; 0,847264; -0,1168566)
(1,59036; 1,001529; 1,78449; 0,5188791; 0,04363747; 0,8466517; -0,1097321)
(1,59036; 1,001529; 1,78449; 0,5188791; 0,04363747; 0,8466517; -0,1097321)
(1,590372; 1,001446; 1,783677; 0,5193235; 0,04312149; 0,846382; -0,1099153)
(1,590372; 1,001446; 1,783677; 0,5193235; 0,04312149; 0,846382; -0,1099153)
(1,58848; 1,002355; 1,773558; 0,5239667; 0,04100876; 0,844388; -0,1038561)
(1,587872; 1,002224; 1,772077; 0,5211249; 0,04025402; 0,8461488; -0,104119)
(1,587872; 1,002224; 1,772077; 0,5211249; 0,04025402; 0,8461488; -0,104119)
(1,586956; 1,002587; 1,766902; 0,5203162; 0,03968769; 0,8468221; -0,1028987)
(1,586956; 1,002587; 1,766902; 0,5203162; 0,03968769; 0,8468221; -0,1028987)
(1,582975; 1,003599; 1,750379; 0,5113246; 0,03536903; 0,8522982; -0,1043263)
(1,582641; 1,003796; 1,749677; 0,5099723; 0,03662319; 0,8529122; -0,1054888)
(1,582641; 1,003796; 1,749677; 0,5099723; 0,03662319; 0,8529122; -0,1054888)
(1,576569; 1,007335; 1,731588; 0,496875; 0,04125889; 0,8607103; -0,1029116)
(1,576569; 1,007335; 1,731588; 0,496875; 0,04125889; 0,8607103; -0,1029116)
(1,575997; 1,008223; 1,731405; 0,5005962; 0,03968893; 0,8583761; -0,1049697)
(1,573501; 1,010624; 1,72563; 0,5003277; 0,03896545; 0,8586848; -0,1039923)
(1,573501; 1,010624; 1,72563; 0,5003277; 0,03896545; 0,8586848; -0,1039923)
(1,565079; 1,018122; 1,708823; 0,5021672; 0,03309665; 0,8583123; -0,1001641)
(1,565079; 1,018122; 1,708823; 0,5021672; 0,03309665; 0,8583123; -0,1001641)
(1,56472; 1,018943; 1,709314; 0,5022191; 0,03835217; 0,8585858; -0,09557929)
(1,561373; 1,022076; 1,70411; 0,5038247; 0,04190475; 0,8579605; -0,09115165)
(1,561373; 1,022076; 1,70411; 0,5038247; 0,04190475; 0,8579605; -0,09115165)
(1,550694; 1,030967; 1,688286; 0,507065; 0,04069803; 0,856168; -0,09058193)
(1,550694; 1,030967; 1,688286; 0,507065; 0,04069803; 0,856168; -0,09058193)
(1,550565; 1,03077; 1,688173; 0,5062741; 0,03802294; 0,8568143; -0,09005542)
(1,542463; 1,037172; 1,675619; 0,5102978; 0,02983887; 0,8551533; -0,08613103)
(1,542463; 1,037172; 1,675619; 0,5102978; 0,02983887; 0,8551533; -0,08613103)
(1,543919; 1,036511; 1,677509; 0,5117907; 0,03202897; 0,8542769; -0,08517898)
(1,543919; 1,036511; 1,677509; 0,5117907; 0,03202897; 0,8542769; -0,08517898)
(1,537439; 1,04282; 1,667119; 0,5228854; 0,03618628; 0,8477796; -0,08093909)
(1,532756; 1,047041; 1,660704; 0,5320316; 0,03752843; 0,8418388; -0,08271334)
(1,532756; 1,047041; 1,660704; 0,5320316; 0,03752843; 0,8418388; -0,08271334)
(1,528057; 1,050905; 1,654985; 0,5364665; 0,03159272; 0,8391675; -0,08368719)
(1,528057; 1,050905; 1,654985; 0,5364665; 0,03159272; 0,8391675; -0,08368719)
(1,523421; 1,05424; 1,649089; 0,52882; 0,02372798; 0,8439725; -0,08658451)
(1,520159; 1,056634; 1,642763; 0,526005; 0,02338183; 0,8455598; -0,08832176)
(1,520159; 1,056634; 1,642763; 0,526005; 0,02338183; 0,8455598; -0,08832176)
(1,517578; 1,059399; 1,636404; 0,5227442; 0,02705395; 0,8468425; -0,09415128)
(1,517578; 1,059399; 1,636404; 0,5227442; 0,02705395; 0,8468425; -0,09415128)
(1,516221; 1,062059; 1,63008; 0,5246949; 0,03055472; 0,8451324; -0,09753422)
(1,51539; 1,064701; 1,623843; 0,5235931; 0,0376343; 0,845154; -0,10074)
(1,51539; 1,064701; 1,623843; 0,5235931; 0,0376343; 0,845154; -0,10074)
(1,514832; 1,066848; 1,617431; 0,5267801; 0,0353399; 0,8423334; -0,108298)
(1,514832; 1,066848; 1,617431; 0,5267801; 0,0353399; 0,8423334; -0,108298)
(1,514985; 1,068826; 1,611036; 0,531013; 0,03633327; 0,8389969; -0,1130904)
(1,51548; 1,07117; 1,605076; 0,537448; 0,03760441; 0,8347233; -0,1138975)
(1,51548; 1,07117; 1,605076; 0,537448; 0,03760441; 0,8347233; -0,1138975)
(1,515249; 1,073106; 1,599863; 0,5409666; 0,03202555; 0,8314425; -0,1226081)
(1,515249; 1,073106; 1,599863; 0,5409666; 0,03202555; 0,8314425; -0,1226081)
(1,514525; 1,074904; 1,594882; 0,5437192; 0,03508912; 0,8290481; -0,1257673)
(1,513493; 1,079104; 1,585055; 0,5491502; 0,03863009; 0,8244992; -0,1309306)
(1,513493; 1,079104; 1,585055; 0,5491502; 0,03863009; 0,8244992; -0,1309306)
(1,513592; 1,079912; 1,58252; 0,5535837; 0,04174305; 0,8213406; -0,1311573)
(1,513592; 1,079912; 1,58252; 0,5535837; 0,04174305; 0,8213406; -0,1311573)
(1,513056; 1,080742; 1,577477; 0,5581771; 0,04548113; 0,8172973; -0,1356281)
(1,512258; 1,081557; 1,571738; 0,5615785; 0,04596762; 0,8139089; -0,1416648)
(1,512258; 1,081557; 1,571738; 0,5615785; 0,04596762; 0,8139089; -0,1416648)
(1,51138; 1,082478; 1,565652; 0,5666203; 0,05002747; 0,8096159; -0,1447786)
(1,51138; 1,082478; 1,565652; 0,5666203; 0,05002747; 0,8096159; -0,1447786)
(1,510346; 1,083189; 1,55942; 0,5710623; 0,05361821; 0,8054636; -0,1491351)
(1,508762; 1,083487; 1,553098; 0,5721965; 0,0618565; 0,8036736; -0,1512406)
