(0; 0; 0; 1; 0; 0; 0)
(-0,371325; 1,2972; 0,5235486; 0,2808364; 0,465841; -0,3682755; 0,7539869)
(-0,3712869; 1,3057; 0,5235467; 0,2889186; 0,4682918; -0,3825133; 0,7422348)
(-0,3712869; 1,3057; 0,5235467; 0,2889186; 0,4682918; -0,3825133; 0,7422348)
(-0,3740058; 1,3135; 0,5244288; 0,2891905; 0,4684973; -0,3977462; 0,7339463)
(-0,3740058; 1,3135; 0,5244288; 0,2891905; 0,4684973; -0,3977462; 0,7339463)
(-0,3752141; 1,318974; 0,5250216; 0,2929589; 0,4689347; -0,4044798; 0,728472)
(-0,3829336; 1,345528; 0,5288253; 0,3068411; 0,4712858; -0,4337293; 0,7040008)
(-0,3829336; 1,345528; 0,5288253; 0,3068411; 0,4712858; -0,4337293; 0,7040008)
(-0,38591; 1,354995; 0,5305901; 0,3105968; 0,4702024; -0,4475669; 0,694351)
(-0,38591; 1,354995; 0,5305901; 0,3105968; 0,4702024; -0,4475669; 0,694351)
(-0,3903646; 1,371804; 0,5332165; 0,3208174; 0,4693181; -0,4696978; 0,6754264)
(-0,393028; 1,390275; 0,5357394; 0,3342622; 0,4701161; -0,4898729; 0,6536698)
(-0,393028; 1,390275; 0,5357394; 0,3342622; 0,4701161; -0,4898729; 0,6536698)
(-0,3948309; 1,408879; 0,5389438; 0,3497772; 0,4680597; -0,5108944; 0,6305259)
(-0,3948309; 1,408879; 0,5389438; 0,3497772; 0,4680597; -0,5108944; 0,6305259)
(-0,3949862; 1,429318; 0,541831; 0,3656637; 0,4644313; -0,5331607; 0,6052548)
(-0,392808; 1,450719; 0,5442038; 0,3812715; 0,4596894; -0,5566861; 0,5774238)
(-0,392808; 1,450719; 0,5442038; 0,3812715; 0,4596894; -0,5566861; 0,5774238)
(-0,386591; 1,473257; 0,5442395; 0,402493; 0,4513823; -0,5810753; 0,5446146)
(-0,386591; 1,473257; 0,5442395; 0,402493; 0,4513823; -0,5810753; 0,5446146)
(-0,3775072; 1,517497; 0,5380769; 0,4327143; 0,407693; -0,639675; 0,4871967)
(-0,3738201; 1,529881; 0,5308714; 0,4411207; 0,388867; -0,6536153; 0,4764264)
(-0,3738201; 1,529881; 0,5308714; 0,4411207; 0,388867; -0,6536153; 0,4764264)
(-0,3675106; 1,553137; 0,5235949; 0,459031; 0,3759029; -0,6651587; 0,4533779)
(-0,3675106; 1,553137; 0,5235949; 0,459031; 0,3759029; -0,6651587; 0,4533779)
(-0,3600838; 1,576647; 0,5172486; 0,478236; 0,3693167; -0,6660591; 0,4373337)
(-0,3504097; 1,598277; 0,51162; 0,4938368; 0,3662785; -0,6656514; 0,4229345)
(-0,3504097; 1,598277; 0,51162; 0,4938368; 0,3662785; -0,6656514; 0,4229345)
(-0,3393629; 1,616496; 0,5061522; 0,511608; 0,3567659; -0,6687772; 0,4046139)
(-0,3393629; 1,616496; 0,5061522; 0,511608; 0,3567659; -0,6687772; 0,4046139)
(-0,3256803; 1,626639; 0,5008111; 0,5384369; 0,3394196; -0,6749155; 0,3733219)
(-0,3136079; 1,632091; 0,4961944; 0,553652; 0,3104016; -0,6954604; 0,3368313)
(-0,3136079; 1,632091; 0,4961944; 0,553652; 0,3104016; -0,6954604; 0,3368313)
(-0,3032246; 1,633118; 0,4928327; 0,5578899; 0,2790535; -0,724155; 0,2940876)
(-0,3032246; 1,633118; 0,4928327; 0,5578899; 0,2790535; -0,724155; 0,2940876)
(-0,2950716; 1,632783; 0,4877944; 0,5499536; 0,2695563; -0,7464687; 0,2601442)
(-0,2958925; 1,635196; 0,4789672; 0,5524298; 0,3026056; -0,7237448; 0,2818595)
(-0,2958925; 1,635196; 0,4789672; 0,5524298; 0,3026056; -0,7237448; 0,2818595)
(-0,2948711; 1,637012; 0,4693069; 0,5587121; 0,2983181; -0,7220408; 0,2783957)
(-0,2948711; 1,637012; 0,4693069; 0,5587121; 0,2983181; -0,7220408; 0,2783957)
(-0,2957585; 1,640895; 0,4600053; 0,5683474; 0,2835891; -0,7253914; 0,2652655)
(-0,2976892; 1,645926; 0,4544854; 0,574589; 0,2697917; -0,7285735; 0,2573724)
(-0,2976892; 1,645926; 0,4544854; 0,574589; 0,2697917; -0,7285735; 0,2573724)
(-0,2983992; 1,653079; 0,4470062; 0,5846941; 0,2341194; -0,7402186; 0,2353667)
(-0,2983992; 1,653079; 0,4470062; 0,5846941; 0,2341194; -0,7402186; 0,2353667)
(-0,2969604; 1,656899; 0,4437418; 0,5869791; 0,2183345; -0,7464621; 0,2248998)
(-0,2936442; 1,659968; 0,4397535; 0,5942754; 0,200768; -0,7502588; 0,2089037)
(-0,2936442; 1,659968; 0,4397535; 0,5942754; 0,200768; -0,7502588; 0,2089037)
(-0,2905231; 1,661493; 0,4364624; 0,5982423; 0,1788322; -0,7566892; 0,1937696)
(-0,2905231; 1,661493; 0,4364624; 0,5982423; 0,1788322; -0,7566892; 0,1937696)
(-0,2871237; 1,659212; 0,4335694; 0,5974067; 0,1486028; -0,7702472; 0,1665581)
(-0,2820365; 1,656363; 0,4301076; 0,5974104; 0,1215687; -0,780043; 0,1409068)
(-0,2820365; 1,656363; 0,4301076; 0,5974104; 0,1215687; -0,780043; 0,1409068)
(-0,2742128; 1,655946; 0,4289274; 0,5888366; 0,100671; -0,7917815; 0,1273532)
