(0; 0; 0)
(-0,001986138; 0,0001000166; 0,0004656776)
(-0,004010431; 0,0001233816; 0,000943835)
(-0,00607286; 0,0001606941; 0,001434537)
(-0,008173402; 0,0002205372; 0,001937849)
(-0,01031204; 0,0001000166; 0,002453829)
(-0,01248874; 0,0001232624; 0,00298258)
(-0,01470348; 0,0001604557; 0,003524167)
(-0,01695625; 9,989738E-05; 0,004078642)
(-0,019247; 0,0001000166; 0,004646117)
(-0,02157573; 0,0001000166; 0,005226657)
(-0,02394241; 9,989738E-05; 0,005820322)
(-0,02634701; 0,0001000166; 0,006427166)
(-0,02878953; 0,0001000166; 0,007047236)
(-0,03126995; 9,989738E-05; 0,007680577)
(-0,03378825; 0,0001000166; 0,008327231)
(-0,03634442; 0,0001000166; 0,008987234)
(-0,03893844; 9,989738E-05; 0,009660624)
(-0,0415703; 0,0001000166; 0,01034743)
(-0,04423999; 0,0001000166; 0,0110477)
(-0,04694749; 9,989738E-05; 0,01176144)
(-0,04969279; 0,0001000166; 0,0124887)
(-0,05247589; 0,0001000166; 0,01322949)
(-0,05529677; 9,989738E-05; 0,01398384)
(-0,05815542; 0,0001000166; 0,01475178)
(-0,06105183; 0,0001000166; 0,01553332)
(-0,06398599; 9,989738E-05; 0,0163285)
(-0,06695789; 0,0001000166; 0,01713732)
(-0,06996753; 0,0001000166; 0,01795981)
(-0,07301489; 9,989738E-05; 0,01879599)
(-0,07609997; 0,0001000166; 0,01964586)
(-0,07922276; 0,0001000166; 0,02050945)
(-0,08238325; 9,989738E-05; 0,02138677)
(-0,08558144; 0,0001000166; 0,02227783)
(-0,08881732; 0,0001000166; 0,02318265)
(-0,09209088; 9,989738E-05; 0,02410123)
(-0,09540213; 0,0001000166; 0,02503358)
(-0,09875104; 0,0001000166; 0,02597973)
(-0,1021376; 9,989738E-05; 0,02693967)
(-0,1055619; 0,0001000166; 0,02791341)
(-0,1090238; 0,0001000166; 0,02890096)
(-0,1125233; 9,989738E-05; 0,02990232)
(-0,1160605; 0,0001000166; 0,03091752)
(-0,1196354; 0,0001000166; 0,03194653)
(-0,1232479; 9,989738E-05; 0,03298938)
(-0,126898; 0,0001000166; 0,03404607)
(-0,1305857; 0,0001000166; 0,0351166)
(-0,1343111; 9,989738E-05; 0,03620097)
(-0,1380742; 0,0001000166; 0,03729918)
(-0,1418748; 0,0001000166; 0,03841124)
(-0,1457131; 9,989738E-05; 0,03953714)
(-0,1495834; 0,0001000166; 0,04069559)
(-0,1534857; 0,0001000166; 0,04188653)
(-0,1574199; 9,989738E-05; 0,04310993)
(-0,1613858; 0,0001000166; 0,04436574)
(-0,1653834; 0,0001000166; 0,0456539)
(-0,1694126; 9,989738E-05; 0,04697436)
(-0,1734732; 0,0001000166; 0,04832708)
(-0,1775652; 0,0001000166; 0,04971197)
(-0,1816885; 9,989738E-05; 0,05112899)
(-0,185843; 0,0001000166; 0,05257808)
(-0,1900287; 0,0001000166; 0,05405916)
(-0,1942455; 9,989738E-05; 0,05557217)
(-0,1984933; 0,0001000166; 0,05711704)
(-0,2027721; 0,0001000166; 0,0586937)
(-0,2070817; 9,989738E-05; 0,06030207)
(-0,2114222; 0,0001000166; 0,06194209)
(-0,2157935; 0,0001000166; 0,06361367)
(-0,2201956; 9,989738E-05; 0,06531674)
(-0,2246283; 0,0001000166; 0,06705122)
(-0,2290917; 0,0001000166; 0,06881703)
(-0,2335857; 9,989738E-05; 0,07061408)
(-0,2381103; 0,0001000166; 0,07244231)
(-0,2426655; 0,0001000166; 0,07430162)
(-0,2472512; 9,989738E-05; 0,07619193)
(-0,2518673; 0,0001000166; 0,07811316)
(-0,256514; 0,0001000166; 0,08006524)
(-0,261191; 9,989738E-05; 0,08204806)
(-0,2658985; 0,0001000166; 0,08406155)
(-0,2706363; 0,0001000166; 0,08610562)
(-0,2754046; 9,989738E-05; 0,08818019)
(-0,2802032; 0,0001000166; 0,09028517)
(-0,2850322; 0,0001000166; 0,09242049)
(-0,2898915; 9,989738E-05; 0,09458604)
(-0,2947811; 0,0001000166; 0,09678175)
(-0,2997011; 0,0001000166; 0,09900752)
(-0,3046513; 0,0001000166; 0,1012633)
(-0,3096319; 9,989738E-05; 0,1035489)
(-0,3146428; 0,0001000166; 0,1058644)
(-0,319684; 0,0001000166; 0,1082096)
(-0,3247555; 9,989738E-05; 0,1105844)
(-0,3298574; 0,0001000166; 0,1129888)
(-0,3349895; 0,0001000166; 0,1154226)
(-0,340152; 9,989738E-05; 0,1178858)
(-0,3453448; 0,0001000166; 0,1203783)
(-0,3505679; 0,0001000166; 0,1229)
(-0,3558213; 9,989738E-05; 0,1254509)
(-0,3611051; 0,0001000166; 0,1280308)
(-0,3664193; 0,0001000166; 0,1306397)
(-0,3717639; 9,989738E-05; 0,1332774)
(-0,3771388; 0,0001000166; 0,1359439)
(-0,3825508; 0,0001000166; 0,1386255)
(-0,3880001; 9,989738E-05; 0,1413223)
(-0,3934864; 0,0001000166; 0,1440341)
(-0,3990099; 0,0001000166; 0,1467611)
(-0,4045705; 9,989738E-05; 0,1495034)
(-0,4101683; 0,0001000166; 0,1522608)
(-0,4158031; 0,0001000166; 0,1550334)
(-0,421475; 9,989738E-05; 0,1578213)
(-0,4271839; 0,0001000166; 0,1606244)
(-0,4329299; 0,0001000166; 0,1634428)
(-0,438713; 9,989738E-05; 0,1662766)
(-0,444533; 0,0001000166; 0,1691257)
(-0,4503901; 0,0001000166; 0,1719901)
(-0,4562842; 9,989738E-05; 0,17487)
(-0,4622152; 0,0001000166; 0,1777652)
(-0,4681833; 0,0001000166; 0,1806759)
(-0,4741883; 9,989738E-05; 0,1836021)
(-0,4802303; 0,0001000166; 0,1865437)
(-0,4863092; 0,0001000166; 0,1895008)
(-0,492425; 0,0001000166; 0,1924734)
(-0,4985778; 9,989738E-05; 0,1954616)
(-0,5047674; 0,0001000166; 0,1984654)
(-0,510994; 0,0001000166; 0,2014848)
(-0,5172575; 9,989738E-05; 0,2045197)
(-0,5235577; 0,0001000166; 0,2075703)
(-0,5298949; 0,0001000166; 0,2106366)
(-0,5362689; 9,989738E-05; 0,2137186)
(-0,5426798; 0,0001000166; 0,2168163)
(-0,5491275; 0,0001000166; 0,2199297)
(-0,5556119; 9,989738E-05; 0,2230588)
(-0,5621332; 0,0001000166; 0,2262038)
(-0,5686913; 0,0001000166; 0,2293645)
(-0,5752861; 9,989738E-05; 0,2325411)
(-0,5819177; 0,0001000166; 0,2357335)
(-0,5885861; 0,0001000166; 0,2389418)
(-0,5952912; 9,989738E-05; 0,242166)
(-0,602033; 0,0001000166; 0,245406)
(-0,6088116; 0,0001000166; 0,2486621)
(-0,6156268; 9,989738E-05; 0,2519341)
(-0,6224788; 0,0001000166; 0,2552221)
(-0,6293674; 0,0001000166; 0,258526)
(-0,6362928; 9,989738E-05; 0,261846)
(-0,6432548; 0,0001000166; 0,2651821)
(-0,6502534; 0,0001000166; 0,2685342)
(-0,6572887; 9,989738E-05; 0,2719024)
(-0,6643606; 0,0001000166; 0,2752868)
(-0,6714691; 0,0001000166; 0,2786873)
(-0,6786143; 9,989738E-05; 0,2821039)
(-0,685796; 0,0001000166; 0,2855368)
(-0,6930143; 0,0001000166; 0,2889858)
(-0,7002489; 9,989738E-05; 0,2924933)
(-0,7074996; 0,0001000166; 0,2960589)
(-0,7147666; 0,0001000166; 0,2996819)
(-0,7220497; 9,989738E-05; 0,303362)
(-0,7293489; 0,0001000166; 0,3070984)
(-0,7366642; 0,0001000166; 0,3108909)
(-0,7439958; 9,989738E-05; 0,314739)
(-0,7513434; 0,0001000166; 0,3186421)
(-0,7587073; 0,0001000166; 0,3225998)
(-0,7660874; 9,989738E-05; 0,3266116)
(-0,7734837; 0,0001000166; 0,3306771)
(-0,7808962; 0,0001000166; 0,3347959)
(-0,7883252; 9,989738E-05; 0,3389675)
(-0,7957704; 0,0001000166; 0,3431915)
(-0,8032321; 0,0001000166; 0,3474674)
(-0,8107102; 9,989738E-05; 0,351795)
(-0,8182048; 0,0001000166; 0,3561737)
(-0,825716; 0,0001000166; 0,3606031)
(-0,8332439; 9,989738E-05; 0,365083)
(-0,8407885; 0,0001000166; 0,3696128)
(-0,8483499; 0,0001000166; 0,3741923)
(-0,8559281; 9,989738E-05; 0,378821)
(-0,8635233; 0,0001000166; 0,3834986)
(-0,8711355; 0,0001000166; 0,3882247)
(-0,8787648; 9,989738E-05; 0,392999)
(-0,8864113; 0,0001000166; 0,3978211)
(-0,894075; 0,0001000166; 0,4026907)
(-0,9017562; 9,989738E-05; 0,4076075)
(-0,9094548; 0,0001000166; 0,4125712)
(-0,9171709; 0,0001000166; 0,4175813)
(-0,9249047; 9,989738E-05; 0,4226376)
(-0,9326562; 0,0001000166; 0,4277399)
(-0,9404255; 0,0001000166; 0,4328877)
(-0,9482128; 9,989738E-05; 0,4380808)
(-0,9560181; 0,0001000166; 0,4433189)
(-0,9638414; 0,0001000166; 0,4486018)
(-0,9716831; 9,989738E-05; 0,453929)
(-0,979543; 0,0001000166; 0,4593004)
(-0,9874214; 0,0001000166; 0,4647157)
(-0,9953183; 9,989738E-05; 0,4701746)
(-1,003234; 0,0001000166; 0,4756768)
(-1,011168; 0,0001000166; 0,4812222)
(-1,019121; 9,989738E-05; 0,4868104)
(-1,027093; 0,0001000166; 0,4924411)
(-1,035084; 0,0001000166; 0,4981143)
(-1,043094; 9,989738E-05; 0,5038295)
(-1,051123; 0,0001000166; 0,5095867)
(-1,059172; 0,0001000166; 0,5153854)
(-1,06724; 9,989738E-05; 0,5212257)
(-1,075328; 0,0001000166; 0,5271071)
(-1,083435; 0,0001000166; 0,5330295)
(-1,09151; 9,989738E-05; 0,539063)
(-1,099552; 0,0001000166; 0,5452058)
(-1,107562; 0,0001000166; 0,5514563)
(-1,115539; 9,989738E-05; 0,5578129)
(-1,123484; 0,0001000166; 0,5642738)
(-1,131395; 0,0001000166; 0,5708377)
(-1,139274; 9,989738E-05; 0,5775028)
(-1,147121; 0,0001000166; 0,5842677)
(-1,154934; 0,0001000166; 0,591131)
(-1,162716; 0,0001000166; 0,5980911)
(-1,170465; 9,989738E-05; 0,6051468)
(-1,178182; 0,0001000166; 0,6122966)
(-1,185867; 0,0001000166; 0,6195393)
(-1,19352; 9,989738E-05; 0,6268734)
(-1,201141; 0,0001000166; 0,6342978)
(-1,208732; 0,0001000166; 0,6418111)
(-1,216291; 9,989738E-05; 0,6494123)
(-1,223819; 0,0001000166; 0,6571001)
(-1,231317; 0,0001000166; 0,6648733)
(-1,238785; 9,989738E-05; 0,6727309)
(-1,246222; 0,0001000166; 0,6806716)
(-1,25363; 0,0001000166; 0,6886946)
(-1,261009; 9,989738E-05; 0,6967987)
(-1,268359; 0,0001000166; 0,7049829)
(-1,27568; 0,0001000166; 0,7132463)
(-1,282973; 9,989738E-05; 0,7215878)
(-1,290237; 0,0001000166; 0,7300066)
(-1,297475; 0,0001000166; 0,7385016)
(-1,304685; 9,989738E-05; 0,7470721)
(-1,311868; 0,0001000166; 0,7557172)
(-1,319025; 0,0001000166; 0,7644358)
(-1,326156; 9,989738E-05; 0,7732275)
(-1,333262; 0,0001000166; 0,7820911)
(-1,340342; 0,0001000166; 0,791026)
(-1,347397; 9,989738E-05; 0,8000314)
(-1,354428; 0,0001000166; 0,8091066)
(-1,361434; 0,0001000166; 0,8182509)
(-1,368417; 9,989738E-05; 0,8274635)
(-1,375377; 0,0001000166; 0,8367437)
(-1,382314; 0,0001000166; 0,8460909)
(-1,389228; 9,989738E-05; 0,8555045)
(-1,39612; 0,0001000166; 0,8649837)
(-1,402991; 0,0001000166; 0,8745279)
(-1,40984; 9,989738E-05; 0,8841367)
(-1,416668; 0,0001000166; 0,8938093)
(-1,423476; 0,0001000166; 0,9035451)
(-1,430264; 9,989738E-05; 0,9133437)
(-1,437032; 0,0001000166; 0,9232045)
(-1,443781; 0,0001000166; 0,933127)
(-1,45051; 9,989738E-05; 0,9431106)
(-1,457184; 0,0001000166; 0,9531798)
(-1,463802; 0,0001000166; 0,9633335)
(-1,470365; 9,989738E-05; 0,9735703)
(-1,476873; 0,0001000166; 0,9838891)
(-1,483328; 0,0001000166; 0,9942887)
(-1,48973; 9,989738E-05; 1,004768)
(-1,496079; 0,0001000166; 1,015326)
(-1,502376; 0,0001000166; 1,025962)
(-1,508623; 9,989738E-05; 1,036673)
(-1,514818; 0,0001000166; 1,047461)
(-1,520963; 0,0001000166; 1,058323)
(-1,527059; 9,989738E-05; 1,069259)
(-1,533107; 0,0001000166; 1,080267)
(-1,539106; 0,0001000166; 1,091347)
(-1,545057; 9,989738E-05; 1,102498)
(-1,550962; 0,0001000166; 1,113719)
(-1,556821; 0,0001000166; 1,12501)
(-1,562634; 9,989738E-05; 1,136369)
(-1,568401; 0,0001000166; 1,147796)
(-1,574125; 0,0001000166; 1,159289)
(-1,579805; 9,989738E-05; 1,17085)
(-1,585441; 0,0001000166; 1,182475)
(-1,591035; 0,0001000166; 1,194166)
(-1,596587; 9,989738E-05; 1,205921)
(-1,602097; 0,0001000166; 1,217739)
(-1,607567; 0,0001000166; 1,22962)
(-1,612997; 9,989738E-05; 1,241564)
