Time;Frame;GroundTruth x;GroundTruth y;GroundTruth v_x;GroundTruth v_y;Measurement x;Measurement y;Kalman x;Kalman y;Kalman v_x;Kalman v_y;KalmanP x;KalmanP y
27,09563;65;-2,443852;0,868268;-0,9225011;0,3860116;-2,417351;1,002655;-2,416806;0,9681275;-0,9433972;0,6484315;0,2171436;1,728187
27,12198;66;-2,462308;0,8759739;-0,9227991;0,3852934;-2,418492;0,7438946;-2,434385;0,9823067;-0,9419549;0,649403;0,211104;1,684542
27,12242;66;-2,480769;0,8836663;-0,9230494;0,3846198;0;0;-2,450843;0,981518;-0,9392913;0,6384176;0,2056337;1,644002
27,14668;67;-2,499236;0,891346;-0,9233594;0,383985;-2,435971;0,8546892;-2,469629;0,9942864;-0,9392913;0,6384176;0,2150496;1,697118
27,17245;68;-2,517708;0,8990136;-0,9235978;0,3833801;-2,503747;0,7339749;-2,484757;0,9986494;-0,9351977;0,6317993;0,2092147;1,65497
27,19853;69;-2,536184;0,9066701;-0,9238005;0,3828257;-2,51946;0,8570676;-2,503481;0,9963496;-0,9352194;0,6201114;0,203924;1,61578
27,2219;70;-2,554665;0,9143161;-0,9240508;0,3823012;-2,536834;0,9681875;-2,522004;1,000767;-0,9350168;0,6138996;0,1991141;1,579251
27,22222;70;-2,57315;0,9219523;-0,9242415;0,3818095;0;0;-2,540453;1,010735;-0,9347348;0,6121124;0,1947315;1,545123
27,24538;71;-2,591638;0,9295795;-0,9244084;0,3813595;-2,590676;1,512907;-2,559148;1,022977;-0,9347348;0,6121124;0,2036796;1,593548
27,27134;72;-2,61013;0,9371985;-0,9245992;0,3809512;-2,659619;1,729165;-2,578694;1,060025;-0,935692;0,6310905;0,1989236;1,557881
27,29529;73;-2,628625;0,94481;-0,9247422;0,3805727;-2,663218;1,434282;-2,601443;1,10601;-0,9402361;0,6564775;0,1945872;1,524539
27,31992;74;-2,647123;0,9524146;-0,9249091;0,3802299;-2,688986;1,602436;-2,622978;1,134826;-0,9433158;0,6683527;0,1906259;1,493307
27,34509;75;-2,665623;0,9600133;-0,9249926;0,3799349;-2,709422;1,661359;-2,644783;1,17036;-0,9466368;0,6850511;0,1870013;1,463995
27,34573;75;-2,684126;0,9676066;-0,9251475;0,3796667;0;0;-2,666514;1,206915;-0,9498069;0,7021862;0,1836801;1,436437
27,37091;76;-2,70263;0,9751953;-0,9252071;0,3794342;-2,736216;1,703749;-2,68551;1,220959;-0,9498069;0,7021862;0,1922065;1,480071
27,39758;77;-2,721136;0,9827803;-0,9253025;0,3792495;-2,76944;1,440401;-2,706499;1,257675;-0,9520731;0,7190295;0,1885078;1,451067
27,42275;78;-2,739643;0,990362;-0,9253502;0,3790855;-2,772984;1,131415;-2,728249;1,280045;-0,9551596;0,7249382;0,1851166;1,423794
27,42314;78;-2,758152;0,9979413;-0,9254456;0,3789663;0;0;-2,748907;1,286942;-0,9569352;0,7193401;0,1820037;1,398106
27,45051;79;-2,77666;1,005519;-0,9253979;0,3788859;-2,794807;1,39065;-2,768046;1,301329;-0,9569352;0,7193401;0,1905199;1,439814
27,47922;80;-2,79517;1,013096;-0,9255052;0,3788471;-2,833362;1,698041;-2,78766;1,319244;-0,9574797;0,7219167;0,1870172;1,412764
27,50665;81;-2,813679;1,020672;-0,9254456;0,3787994;-2,828453;1,595321;-2,808436;1,350531;-0,9593465;0,7341686;0,1838001;1,387285
27,50714;81;-2,832181;1,028266;-0,9250998;0,3796995;0;0;-2,827673;1,375671;-0,9594041;0,7417424;0,180842;1,363251
27,53536;82;-2,850677;1,035877;-0,9248018;0,3805518;-2,848402;1,590047;-2,846861;1,390506;-0,9594041;0,7417424;0,1893625;1,403251
27,56314;83;-2,869164;1,043507;-0,9243488;0,3814995;-2,865551;1,669273;-2,864955;1,413825;-0,9581423;0,7478403;0,1860034;1,377928
27,5636;83;-2,887644;1,051154;-0,9240031;0,3823519;0;0;-2,882986;1,439636;-0,9568353;0,7556129;0,1829134;1,354041
27,58906;84;-2,906116;1,058821;-0,9235978;0,3833473;0;0;-2,902123;1,454748;-0,9568353;0,7556129;0,1915663;1,393315
27,61986;85;-2,924581;1,066507;-0,9232521;0,3843009;-2,937788;1,271085;-2,921259;1,469861;-0,9568353;0,7556129;0,2006374;1,433578
27,65029;86;-2,943037;1,074212;-0,9227991;0,3852487;-2,946554;1,170186;-2,940225;1,47495;-0,9566379;0,7485178;0,1963806;1,405732
27,65065;86;-2,961484;1,081938;-0,9223461;0,3863037;0;0;-2,958537;1,475218;-0,9556885;0,7381487;0,1924774;1,379535
27,68096;87;-2,979923;1,089684;-0,9219527;0,3872991;-2,992912;1,612425;-2,97765;1,489981;-0,9556885;0,7381487;0,2015852;1,418934
27,70907;88;-2,998353;1,097451;-0,9214997;0,3883481;-3,043735;1,606223;-2,996511;1,509739;-0,9553961;0,7416453;0,1972403;1,391613
27,70984;88;-3,016775;1,105239;-0,9210944;0,3894031;0;0;-3,01743;1,528289;-0,957487;0,7442384;0,1932577;1,365902
27,73748;89;-3,035187;1,113049;-0,9206057;0,3904998;-3,062825;1,694644;-3,03658;1,543174;-0,957487;0,7442384;0,2023925;1,404482
27,76522;90;-3,053589;1,120882;-0,920105;0,3916502;-3,099603;1,658078;-3,056198;1,564331;-0,9580272;0,748583;0,1979679;1,377698
27,76563;90;-3,071982;1,128737;-0,9196401;0,3927469;0;0;-3,076926;1,582855;-0,9598341;0,7510347;0,1939141;1,352485
27,79962;91;-3,090365;1,136615;-0,9191513;0,3939033;-3,102086;1,869112;-3,096122;1,597875;-0,9598341;0,7510347;0,2030672;1,390292
27,83051;92;-3,108738;1,144517;-0,9186506;0,3950953;-3,171265;1,793474;-3,114443;1,624546;-0,9588252;0,7590246;0,1985723;1,364052
27,83086;92;-3,1271;1,152443;-0,9181023;0,3963053;0;0;-3,13606;1,64659;-0,9616345;0,7637175;0,1944555;1,339342
27,86096;93;-3,145452;1,160394;-0,9176016;0,3975451;-3,18715;1,6999;-3,155292;1,661864;-0,9616345;0,7637175;0,2036203;1,376422
27,89502;94;-3,163793;1,16837;-0,9170532;0,3988028;-3,251076;2,012756;-3,175363;1,678164;-0,962598;0,764414;0,1990641;1,350728
27,8956;94;-3,182122;1,176372;-0,9164453;0,4001021;0;0;-3,198282;1,707571;-0,9668143;0,7739807;0,1948929;1,326524
27,93415;95;-3,20044;1,1844;-0,9158969;0,4013956;-3,238949;1,731326;-3,217619;1,72305;-0,9668143;0,7739807;0,2040636;1,362921
27,93456;95;-3,218746;1,192455;-0,9153008;0,4027545;0;0;-3,237088;1,738209;-0,9669665;0,7737643;0,1994553;1,337771
27,96849;96;-3,237041;1,200537;-0,9147525;0,4040956;-3,241855;1,610417;-3,256427;1,753684;-0,9669665;0,7737643;0,2088281;1,374267
27,96891;96;-3,255323;1,208647;-0,9140968;0,4055023;0;0;-3,273463;1,762025;-0,9643267;0,7689844;0,2037805;1,348212
27,99906;97;-3,273592;1,216785;-0,9134531;0,4068971;-3,281172;1,764339;-3,292749;1,777405;-0,9643267;0,7689844;0,2133353;1,384784
28,0312;98;-3,291848;1,224953;-0,9127975;0,4084051;-3,317952;1,247168;-3,309898;1,791497;-0,9618827;0,7681265;0,2078514;1,357867
28,0316;98;-3,310091;1,23315;-0,9121537;0,4098475;0;0;-3,328379;1,781999;-0,9610195;0,7516071;0,2028567;1,332552
28,05848;99;-3,328321;1,241377;-0,9114981;0,4113495;-3,337244;1,438131;-3,3476;1,797031;-0,9610195;0,7516071;0,2123315;1,368401
28,09134;100;-3,346536;1,249635;-0,9107471;0,4128993;-3,328456;1,178382;-3,36478;1,795333;-0,9586961;0,7405465;0,2069099;1,342252
28,09172;100;-3,364738;1,257924;-0,9101033;0,414449;0;0;-3,380218;1,782396;-0,9544443;0,7222466;0,2019716;1,317645
28,13393;101;-3,382924;1,266245;-0,9093046;0,4160523;-3,368272;1,407989;-3,399307;1,796841;-0,9544443;0,7222466;0,2113759;1,352829
28,13445;101;-3,401096;1,274599;-0,9086013;0,4176974;0;0;-3,414953;1,793441;-0,9505342;0,7105321;0,2060182;1,327414
28,17435;102;-3,419252;1,282987;-0,9077907;0,4194021;-3,449294;1,803489;-3,433964;1,807652;-0,9505342;0,7105321;0,2155923;1,362693
28,17475;102;-3,437393;1,291408;-0,9070516;0,4210472;0;0;-3,452717;1,821044;-0,9502425;0,7099973;0,2098205;1,336508
28,2046;103;-3,455518;1,299864;-0,9062529;0,4228055;-3,474591;1,749007;-3,471722;1,835244;-0,9502425;0,7099973;0,2195461;1,371863
28,20511;103;-3,473625;1,308355;-0,9053469;0,424546;0;0;-3,489579;1,844941;-0,9489457;0,7070684;0,2133698;1,344944
28,2393;104;-3,491716;1,316883;-0,9045482;0,4263997;-3,541788;1,942891;-3,508558;1,859082;-0,9489457;0,7070684;0,2232295;1,380358
28,27377;105;-3,50979;1,325447;-0,9037018;0,4281998;-3,564699;1,719073;-3,528566;1,876365;-0,9501048;0,7091025;0,2166619;1,352744
28,27409;105;-3,527846;1,334048;-0,9028077;0,4300535;0;0;-3,548772;1,882963;-0,9514581;0,7042024;0,21072;1,326804
28,30279;106;-3,545883;1,342688;-0,9018421;0,4319966;-3,576715;1,774841;-3,567801;1,897048;-0,9514581;0,7042024;0,2204133;1,36151
28,30335;106;-3,563902;1,351367;-0,900948;0,4339516;0;0;-3,586108;1,905067;-0,9506481;0,7002996;0,2140884;1,334888
28,33221;107;-3,581902;1,360085;-0,9000063;0,4359007;-3,616327;1,677503;-3,605121;1,919073;-0,9506481;0,7002996;0,223912;1,369665
28,35889;108;-3,599882;1,368844;-0,898993;0,4379511;-3,652447;1,781703;-3,623569;1,921643;-0,9500156;0,692969;0,2172167;1,342394
28,38681;109;-3,617842;1,377644;-0,8980036;0,4399955;-3,637644;1,595007;-3,643264;1,928752;-0,9507928;0,6886498;0,2111661;1,316777
28,38712;109;-3,635782;1,386486;-0,8970022;0,4421055;0;0;-3,660591;1,92755;-0,9489055;0,6790841;0,2056808;1,292676
28,41479;110;-3,6537;1,39537;-0,8959055;0,4441977;-3,675202;1,804678;-3,679569;1,941132;-0,9489055;0,6790841;0,215083;1,32611
28,45;111;-3,671596;1,404299;-0,8947968;0,4464507;-3,694925;1,799923;-3,696919;1,948205;-0,9470875;0,6749389;0,2092261;1,301347
28,45046;111;-3,68947;1,413272;-0,8937001;0,4486501;0;0;-3,714438;1,954812;-0,9454986;0,6705552;0,203912;1,278036
28,48228;112;-3,707322;1,42229;-0,8925915;0,4508972;-3,706693;1,877727;-3,733348;1,968223;-0,9454986;0,6705552;0,2132275;1,31095
28,48261;112;-3,72515;1,431355;-0,8914113;0,4532516;0;0;-3,749106;1,977177;-0,9419797;0,6677271;0,2075428;1,286983
28,51707;113;-3,742921;1,440529;-0,8885503;0,4586995;-3,740083;1,432356;-3,767945;1,990531;-0,9419797;0,6677271;0,2170213;1,320043
28,54798;114;-3,760635;1,449814;-0,8856893;0,4642487;-3,747552;1,364035;-3,783501;1,979206;-0,9383162;0,6521094;0,2109703;1,295444
28,54833;114;-3,778292;1,459208;-0,8828521;0,4697025;0;0;-3,798519;1,965606;-0,9341366;0,6352695;0,2054863;1,272288
28,5804;115;-3,795891;1,46871;-0,8799553;0,4750967;-3,827228;1,834134;-3,817202;1,978312;-0,9341366;0,6352695;0,2148626;1,30485
28,61202;116;-3,813431;1,47832;-0,8769989;0,4805028;-3,836184;1,738051;-3,835281;1,984318;-0,9334641;0,631044;0,209013;1,281065
28,61257;116;-3,830911;1,488037;-0,8739948;0,4858494;0;0;-3,852744;1,986077;-0,9321188;0,6241999;0,2037067;1,258661
28,64595;117;-3,848332;1,497862;-0,8710504;0,4912496;-3,866495;1,694406;-3,871387;1,998561;-0,9321188;0,6241999;0,2130013;1,290776
28,64645;117;-3,865692;1,507793;-0,8679986;0,4965484;0;0;-3,888403;1,997664;-0,9303049;0,6157832;0,2073289;1,267746
28,6752;118;-3,882991;1,51783;-0,8649588;0,5018532;-3,916505;1,669594;-3,907009;2,00998;-0,9303049;0,6157832;0,2167891;1,300036
28,70668;119;-3,900228;1,527974;-0,8618474;0,5071998;-3,985267;1,977833;-3,924975;2,007289;-0,9295915;0,6063612;0,2107539;1,276398
28,70701;119;-3,917402;1,538222;-0,8587003;0,5123973;0;0;-3,94642;2,017678;-0,932772;0,6052706;0,2052847;1,254132
28,73695;120;-3,934514;1,548576;-0,8556008;0,5177021;-3,994938;1,955177;-3,965075;2,029784;-0,932772;0,6052706;0,2146473;1,285993
28,76641;121;-3,951561;1,559035;-0,8523464;0,5229473;-4,023843;1,926529;-3,984511;2,038238;-0,9336416;0,6029835;0,2088149;1,263119
28,76677;121;-3,968544;1,569599;-0,8491516;0,5282044;0;0;-4,004585;2,045176;-0,935204;0,5997766;0,2035246;1,24156
28,79676;122;-3,985461;1,580267;-0,8458495;0,533396;-4,030823;1,739538;-4,02329;2,057171;-0,935204;0,5997766;0,2128094;1,273039
28,82402;123;-4,002311;1,59104;-0,8425117;0,5386531;-4,088218;2,055749;-4,041222;2,055423;-0,9343438;0,5911815;0,2071545;1,250871
28,82435;123;-4,019095;1,601917;-0,8391857;0,5438507;0;0;-4,061815;2,066775;-0,9364704;0,5908868;0,2020206;1,229966
28,85288;124;-4,03581;1,612898;-0,8357525;0,5490482;-4,072239;1,78575;-4,080545;2,078593;-0,9364704;0,5908868;0,2112443;1,261103
28,88021;125;-4,052457;1,623984;-0,8323431;0,5542994;-4,052952;1,461467;-4,09742;2,077822;-0,9344005;0,5830243;0,2057436;1,239589
28,90507;126;-4,069034;1,635173;-0,8288622;0,5594492;-4,071151;1,515226;-4,111882;2,063958;-0,9296804;0,5670873;0,2007458;1,219289
28,90543;126;-4,08554;1,646467;-0,8252859;0,5647004;0;0;-4,126596;2,052895;-0,925343;0,5530995;0,1961941;1,200113
28,93391;127;-4,101974;1,657865;-0,8217096;0,5699039;-4,095109;1,720356;-4,145103;2,063957;-0,925343;0,5530995;0,205174;1,230462
28,96367;128;-4,118336;1,669367;-0,8181095;0,5750954;-4,086074;1,557507;-4,159037;2,060706;-0,9202217;0,5441651;0,2002508;1,210665
28,96402;128;-4,134624;1,680974;-0,8143902;0,5803525;0;0;-4,17148;2,051164;-0,9135379;0,5314151;0,1957646;1,191957
29,00155;129;-4,150836;1,692685;-0,8105993;0,5855501;-4,102916;1,735462;-4,18975;2,061792;-0,9135379;0,5314151;0,2047497;1,222097
29,03558;130;-4,166973;1,704501;-0,8068562;0,5908012;-4,144961;1,319458;-4,201018;2,058911;-0,9056739;0,5229817;0,1998863;1,202764
29,03609;130;-4,183032;1,716421;-0,8029461;0,5959988;0;0;-4,214299;2,039762;-0,900243;0,5044968;0,1954525;1,184488
29,06586;131;-4,199013;1,728447;-0,7990599;0,6012976;-4,140081;1,214745;-4,232304;2,049852;-0,900243;0,5044968;0,204446;1,214444
29,0662;131;-4,214914;1,740577;-0,7950306;0,6065011;0;0;-4,242974;2,02626;-0,8919869;0,4834642;0,1996296;1,19554
29,09435;132;-4,230734;1,752813;-0,7910013;0,6118;-4,250291;1,917821;-4,260814;2,035929;-0,8919869;0,4834642;0,208827;1,22578
29,12243;133;-4,246472;1,765155;-0,7869005;0,6170988;-4,273232;1,957762;-4,276729;2,040461;-0,8898191;0,4802561;0,2036231;1,206252
29,12275;133;-4,262127;1,777602;-0,782752;0,62235;0;0;-4,293113;2,046411;-0,888229;0,477974;0,1988852;1,187794
29,15027;134;-4,277697;1,790156;-0,7785082;0,6277025;-4,294125;1,881312;-4,310878;2,05597;-0,888229;0,477974;0,2080551;1,217841
29,18029;135;-4,29318;1,802816;-0,7741451;0,6330013;-4,322931;2,065729;-4,326307;2,058169;-0,8855977;0,4733766;0,2029279;1,198755
29,20724;136;-4,308575;1,815582;-0,7697582;0,6383002;-4,345737;2,128044;-4,342626;2,067561;-0,8840266;0,4733297;0,1982578;1,180709
29,20753;136;-4,323881;1,828456;-0,7652998;0,6437004;0;0;-4,359364;2,079007;-0,8829637;0,4745661;0,1939947;1,16363
29,23583;137;-4,339095;1,841437;-0,7606983;0,6490469;-4,424521;2,501584;-4,377024;2,088498;-0,8829637;0,4745661;0,2029563;1,193086
29,27859;138;-4,354218;1,854526;-0,7561445;0,654453;-4,437385;2,345294;-4,396655;2,113802;-0,8851922;0,4844523;0,1983029;1,175371
29,28113;138;-4,369246;1,867723;-0,7514;0,6598473;0;0;-4,415848;2,132057;-0,8868762;0,4898098;0,1940538;1,158599
29,3296;139;-4,384177;1,881029;-0,7465601;0,6653011;-4,435421;2,191097;-4,433586;2,141853;-0,8868762;0,4898098;0,2030371;1,187958
29,33112;139;-4,399012;1,894443;-0,741744;0,6707013;0;0;-4,450272;2,153188;-0,8856857;0,4907731;0,1983929;1,170544
29,33224;139;-4,413746;1,907966;-0,7366896;0,6761491;0;0;-4,467986;2,163004;-0,8856857;0,4907731;0,2075855;1,200225
29,40136;140;-4,42838;1,9216;-0,7317066;0,6816983;-4,437325;2,104649;-4,485699;2,172819;-0,8856857;0,4907731;0,2172045;1,230664
29,40176;140;-4,44291;1,935343;-0,7265091;0,6871521;0;0;-4,498759;2,179487;-0,8804246;0,4888026;0,2112561;1,210938
29,40205;140;-4,457335;1,949196;-0,72124;0,6926477;0;0;-4,516367;2,189263;-0,8804246;0,4888026;0,2210248;1,241641
29,43373;141;-4,471653;1,963161;-0,7158995;0,6982505;-4,478283;2,068936;-4,533976;2,199039;-0,8804246;0,4888026;0,2312323;1,273116
29,43423;141;-4,485861;1,977237;-0,710392;0,7037997;0;0;-4,546115;2,202982;-0,8742725;0,4851554;0,2238401;1,250941
29,47342;142;-4,499958;1,991424;-0,7048607;0,7093489;-4,482274;1,941593;-4,563601;2,212686;-0,8742725;0,4851554;0,2341328;1,282618
29,47387;142;-4,513941;2,005723;-0,6991386;0,7149518;0;0;-4,573629;2,210597;-0,8659208;0,4777899;0,2263953;1,259852
29,50842;143;-4,527809;2,020134;-0,6934166;0,7205486;-4,50784;1,981654;-4,590948;2,220152;-0,8659208;0,4777899;0,2367591;1,291718
29,5087;143;-4,541333;2,034868;-0,6762028;0,7367015;0;0;-4,60061;2,219221;-0,8573841;0,4712474;0,2286996;1,268376
29,54143;144;-4,554511;2,049913;-0,6588936;0,7522464;-4,53007;2,019529;-4,617758;2,228646;-0,8573841;0,4712474;0,2391217;1,300417
29,58311;145;-4,567337;2,065259;-0,6412983;0,7673025;-4,520146;1,86419;-4,626842;2,228771;-0,8484315;0,4654539;0,2307644;1,276515
29,58348;145;-4,579808;2,080894;-0,62356;0,7817507;0;0;-4,634606;2,222452;-0,8382319;0,4557224;0,2232794;1,254013
29,58377;145;-4,591921;2,096809;-0,6056309;0,7957458;0;0;-4,651371;2,231566;-0,8382319;0,4557224;0,2333946;1,285633
29,62086;146;-4,603673;2,112993;-0,5876064;0,8092046;-4,52229;1,83397;-4,668136;2,240681;-0,8382319;0,4557224;0,2439524;1,318035
29,67045;147;-4,615059;2,129435;-0,5692959;0,822103;-4,633966;1,922055;-4,672163;2,231873;-0,8241941;0,4445836;0,2349911;1,292991
29,6715;147;-4,626079;2,146125;-0,5510092;0,8345008;0;0;-4,684509;2,227279;-0,8196425;0,4362072;0,2269918;1,269439
29,67219;147;-4,636728;2,163054;-0,5324364;0,8464456;0;0;-4,700902;2,236003;-0,8196425;0,4362072;0,2371988;1,301366
29,71314;148;-4,647006;2,180211;-0,5139112;0,8578539;-4,671589;2,174384;-4,717295;2,244727;-0,8196425;0,4362072;0,2478495;1,334078
29,71365;148;-4,656909;2,197587;-0,4951477;0,8687973;0;0;-4,728754;2,250004;-0,8142433;0,4340705;0,2383772;1,30796
29,76439;149;-4,666436;2,215172;-0,4763603;0,879252;-4,71485;2,422098;-4,745039;2,258685;-0,8142433;0,4340705;0,2490334;1,340782
29,76514;149;-4,675586;2,232957;-0,4575014;0,8892417;0;0;-4,757615;2,274145;-0,8102024;0,4382648;0,2393844;1,314193
29,76553;149;-4,684356;2,250931;-0,4384995;0,8987069;0;0;-4,773819;2,28291;-0,8102024;0,4382648;0,250041;1,347116
29,80405;150;-4,692747;2,269086;-0,4195452;0,907743;-4,741626;2,58123;-4,790023;2,291676;-0,8102024;0,4382648;0,2611498;1,380835
29,80455;150;-4,700756;2,287412;-0,4004478;0,9163022;0;0;-4,800844;2,313091;-0,8043767;0,4460701;0,2499942;1,351593
29,85225;151;-4,708382;2,305901;-0,3813028;0,9244561;-4,796692;2,931778;-4,816931;2,322013;-0,8043767;0,4460701;0,2610418;1,385349
29,85266;151;-4,715626;2,324543;-0,3621817;0,9320974;0;0;-4,829993;2,358087;-0,8011185;0,4627873;0,2498503;1,355743
29,89136;152;-4,722486;2,34333;-0,3430128;0,9393454;-4,790832;2,81019;-4,846016;2,367343;-0,8011185;0,4627873;0,2608386;1,389529
29,89169;152;-4,728962;2,362252;-0,3237963;0,9461045;0;0;-4,856113;2,396249;-0,7947652;0,4748598;0,2496281;1,359581
29,92297;153;-4,735055;2,381302;-0,3046513;0,9525061;-4,807152;2,877756;-4,872008;2,405746;-0,7947652;0,4748598;0,2605594;1,393391
29,9234;153;-4,740764;2,40047;-0,2854586;0,958395;0;0;-4,881192;2,436259;-0,7875961;0,4877445;0,2493442;1,363121
29,9628;154;-4,746089;2,419748;-0,266242;0,9639025;-4,858442;3,077965;-4,896944;2,446013;-0,7875961;0,4877445;0,2602215;1,396949
30,01503;155;-4,751031;2,439127;-0,247097;0,968945;-4,869705;3,166248;-4,908193;2,484107;-0,7828022;0,5050844;0,2490134;1,366379
30,016;155;-4,75559;2,458601;-0,227952;0,9737015;0;0;-4,919533;2,524177;-0,778213;0,5234058;0,2391281;1,337781
30,01658;155;-4,759768;2,47816;-0,2089024;0,9779453;0;0;-4,935097;2,534645;-0,778213;0,5234058;0,2495178;1,370889
30,07413;156;-4,763564;2,497796;-0,189805;0,9818077;-4,856591;3,076971;-4,950662;2,545113;-0,778213;0,5234058;0,2603518;1,404793
30,07489;156;-4,76698;2,517502;-0,1708031;0,9853005;0;0;-4,957123;2,579453;-0,7685631;0,5379643;0,249086;1,373592
30,07528;156;-4,770017;2,53727;-0,1518488;0,9884;0;0;-4,972494;2,590213;-0,7685631;0,5379643;0,2598711;1,407498
30,12161;157;-4,772677;2,557093;-0,1329899;0,9911418;-4,888944;3,270452;-4,987865;2,600972;-0,7685631;0,5379643;0,2711091;1,442207
30,12221;157;-4,774961;2,576962;-0,1142025;0,9934545;0;0;-4,993391;2,642655;-0,7581747;0,5567635;0,258446;1,408358
30,15587;158;-4,77687;2,59687;-0,09543896;0,9953976;-4,89518;3,328985;-5,008554;2,65379;-0,7581747;0,5567635;0,2695796;1,443007
30,15617;158;-4,778408;2,616811;-0,07691383;0,9970546;0;0;-5,012702;2,696115;-0,7465915;0,575682;0,2570787;1,409029
30,19138;159;-4,779574;2,636777;-0,05829334;0,9982944;-4,890677;3,286983;-5,027635;2,707629;-0,7465915;0,575682;0,2681178;1,443618
30,19168;159;-4,780373;2,656761;-0,03995895;0,9992003;0;0;-5,029616;2,745822;-0,7330108;0,591831;0,2557753;1,409528
30,22306;160;-4,780805;2,676757;-0,02160072;0,9998083;-4,885386;3,217391;-5,044277;2,757658;-0,7330108;0,591831;0,2667293;1,444056
30,22336;160;-4,778367;2,696607;0,1219034;0,9925008;0;0;-5,044212;2,790544;-0,7176024;0,6045465;0,2545402;1,40987
30,25593;161;-4,77316;2,715918;0,2603531;0,9655476;-4,870485;3,142993;-5,058564;2,802635;-0,7176024;0,6045465;0,2654179;1,444338
30,29089;162;-4,765338;2,734325;0,3911018;0,9203434;-4,802177;2,921079;-5,055819;2,830155;-0,6997434;0,6138496;0,2533763;1,41007
30,29119;162;-4,755098;2,751504;0,5120039;0,8589506;0;0;-5,048152;2,846045;-0,6771232;0,6160262;0,2428043;1,378123
30,32015;163;-4,74267;2,767174;0,6213903;0,7835031;-4,806843;2,954268;-5,061695;2,858366;-0,6771232;0,6160262;0,2531651;1,41173
30,35179;164;-4,728312;2,781097;0,7179022;0,6961465;-4,789903;2,998176;-5,053531;2,87453;-0,6544463;0,6183392;0,242622;1,379632
30,35214;164;-4,712299;2,79308;0,8006573;0,5991578;0;0;-5,0451;2,891903;-0,6319484;0,6213504;0,2333059;1,349656
30,38248;165;-4,694919;2,802976;0,868988;0,4947901;-4,755873;2,835913;-5,057739;2,90433;-0,6319484;0,6213504;0,2432773;1,382518
30,38281;165;-4,676464;2,810683;0,9227514;0,3853559;0;0;-5,045856;2,913113;-0,6062581;0,6191598;0,2339065;1,352333
