Time;Frame;GroundTruth x;GroundTruth y;GroundTruth v_x;GroundTruth v_y;Measurement x;Measurement y;Kalman x;Kalman y;Kalman v_x;Kalman v_y;KalmanP x;KalmanP y
26,36293;41;-1,749494;0,559476;-0,9113491;0,4116774;-1,732224;0,3949748;-1,706149;0,2734089;-0,9471641;0,3644677;0,2974714;2,122016
26,36352;41;-1,767702;0,56775;-0,9104013;0,413698;0;0;-1,725769;0,288568;-0,948099;0,3732053;0,2846373;2,065985
26,36424;41;-1,785892;0,5760639;-0,9095013;0,4156947;0;0;-1,744731;0,2960322;-0,948099;0,3732053;0,3007211;2,159433
26,39826;42;-1,804064;0,5844172;-0,9086013;0,4176676;-1,746026;0,446409;-1,763693;0,3034963;-0,948099;0,3732053;0,3175215;2,256284
26,44111;43;-1,822218;0,5928092;-0,9076953;0,4195988;-1,796981;0,6243129;-1,778975;0,3208252;-0,9431859;0,3838768;0,3013881;2,184916
26,44248;43;-1,840355;0,6012394;-0,9068549;0,4215091;0;0;-1,797756;0,3494056;-0,9430774;0,4062836;0,2873825;2,119901
26,4898;44;-1,858474;0,6097072;-0,9059489;0,4233897;-1,818157;0,9529978;-1,816618;0,3575313;-0,9430774;0,4062836;0,302891;2,212359
26,49035;44;-1,876575;0,618212;-0,9050488;0,4252404;0;0;-1,833814;0,4076142;-0,9409234;0,4504406;0,2883921;2,143078
26,49082;44;-1,89466;0,6267534;-0,9042501;0,4270703;0;0;-1,852633;0,416623;-0,9409234;0,4504406;0,3036315;2,234794
26,53944;45;-1,912763;0,6352539;-0,9051502;0,4250258;-1,860773;0,8494357;-1,871451;0,4256319;-0,9409234;0,4504406;0,3195135;2,329514
26,53997;45;-1,930886;0,6437144;-0,9061515;0,4230261;0;0;-1,887298;0,4656889;-0,9371957;0,4821777;0,3021968;2,245563
26,57792;46;-1,949026;0,6521361;-0,9069979;0,421083;-1,919335;0,6567228;-1,906042;0,4753325;-0,9371957;0,4821777;0,3176728;2,338815
26,57911;46;-1,967184;0,6605199;-0,9078979;0,4191905;0;0;-1,924241;0,4978694;-0,9365243;0,4950947;0,3003597;2,252152
26,60561;47;-1,985359;0,6688669;-0,9087503;0,4173487;-1,986305;1,120566;-1,942971;0,5077713;-0,9365243;0,4950947;0,3154383;2,343777
26,60597;47;-2,003551;0,6771779;-0,9096026;0,4155517;0;0;-1,964147;0,5629885;-0,9394774;0,5395886;0,2982095;2,254895
26,63485;48;-2,021758;0,6854541;-0,9103537;0,4138082;-1,984916;0,8350436;-1,982937;0,5737803;-0,9394774;0,5395886;0,3129038;2,344768
26,66174;49;-2,03998;0,6936964;-0,9110928;0,4121155;-2,01881;0,6176297;-2,000069;0,603392;-0,9375101;0,5577005;0,2958244;2,25414
26,68717;50;-2,058218;0,7019057;-0,9119034;0,4104674;-2,037951;0,8002987;-2,018818;0,6147693;-0,9375092;0,5579133;0,2810902;2,172551
26,68762;50;-2,07647;0,7100829;-0,9125948;0,4088581;0;0;-2,037602;0,638126;-0,9375492;0,5694294;0,2682589;2,098704
26,71412;51;-2,094736;0,718229;-0,9133101;0,4073054;-2,036569;0,4823292;-2,056353;0,6495146;-0,9375492;0,5694294;0,2810721;2,179101
26,73891;52;-2,113015;0,7263449;-0,9139419;0,4057944;-2,042177;0,430312;-2,071661;0,6483838;-0,933569;0,5578266;0,2681033;2,103228
26,7608;53;-2,131307;0,7344317;-0,9145975;0,40434;-2,114392;0,6630794;-2,086211;0,6439962;-0,9288318;0,54355;0,2567283;2,034316
26,78794;54;-2,149612;0,74249;-0,9152532;0,4029155;-2,121443;0,5353851;-2,105577;0,6554069;-0,9297357;0,5440414;0,2466807;1,971443
26,78833;54;-2,167929;0,7505208;-0,9158492;0,4015416;0;0;-2,123956;0,6579368;-0,929489;0,5365013;0,2377516;1,913844
26,81563;55;-2,186257;0,7585251;-0,9163976;0,4002124;-2,147927;0,6523911;-2,142545;0,6686668;-0,929489;0,5365013;0,2488331;1,983942
26,84172;56;-2,204597;0,7665037;-0,9170055;0,3989309;-2,183478;0,786709;-2,16008;0,6776648;-0,9282935;0,534963;0,2395972;1,924132
26,87155;57;-2,222947;0,7744574;-0,9174943;0,3976852;-2,198108;1,095308;-2,179019;0,6944917;-0,9287147;0,5403613;0,2313597;1,869227
26,87197;57;-2,241308;0,7823871;-0,9180546;0,3964841;0;0;-2,197632;0,7289419;-0,928758;0,561029;0,2239777;1,818645
26,89834;58;-2,259679;0,7902937;-0,9185553;0,3953308;-2,239981;1,234249;-2,216207;0,7401624;-0,928758;0,561029;0,2343091;1,883116
26,92401;59;-2,278059;0,798178;-0,9189963;0,3942162;-2,328666;1,638544;-2,235175;0,7808446;-0,9291996;0,586391;0,2265866;1,830416
26,92447;59;-2,296449;0,8060408;-0,919497;0,3931403;0;0;-2,259243;0,8428172;-0,935357;0,6293199;0,2196496;1,781791
26,95253;60;-2,314847;0,8138829;-0,9199023;0,3921032;-2,299718;0,8684853;-2,27795;0,8554035;-0,935357;0,6293199;0,2297354;1,843511
26,98077;61;-2,333254;0,8217053;-0,9203553;0,3911197;-2,349303;0,8948554;-2,296884;0,8680196;-0,9356112;0,6293448;0,2224554;1,792926
27,01335;62;-2,351669;0,8295086;-0,9207487;0,390166;-2,404406;1,327299;-2,318022;0,8814359;-0,9383259;0,630038;0,2159022;1,746184
27,01393;62;-2,370091;0,8372937;-0,9210944;0,3892541;0;0;-2,341522;0,9186295;-0,9436213;0,650449;0,2099822;1,702863
27,0414;63;-2,388521;0,8450614;-0,9214997;0,3883868;-2,378825;0,9147655;-2,360394;0,9316384;-0,9436213;0,650449;0,2195955;1,760149
27,06869;64;-2,406958;0,8528125;-0,9218574;0,3875554;-2,395667;0,9422696;-2,379235;0,9429392;-0,9435862;0,6490505;0,2133181;1,714971
27,06912;64;-2,425402;0,8605478;-0,9221911;0,3867626;0;0;-2,397938;0,9551589;-0,9433972;0,6484315;0,2076394;1,673052
